step,loss,val_loss,val_ppl,lr,grad_norm,tok_per_sec,gpu_temp,vram_mb,elapsed_s,loss_scale,overflow,fwd_ms,bwd_ms,optim_ms,vram_real_mb
850,4.818411,,,2.627560e-04,0.7300,2449.6,62.0,1138.9,2854.8,65536.0,0,1180.85,2134.23,17.76,2280.0
860,4.813836,,,2.607005e-04,0.6921,2450.9,62.0,1138.9,2888.3,65536.0,0,1176.82,2137.49,17.67,2280.0
870,4.848803,,,2.585985e-04,0.6906,2449.6,62.0,1138.9,2921.8,65536.0,0,1183.14,2132.58,17.68,2280.0
880,4.731282,,,2.564512e-04,0.7044,2449.8,62.0,1138.9,2955.3,65536.0,0,1181.75,2133.87,17.70,2280.0
890,4.732118,,,2.542594e-04,0.7108,2451.4,62.0,1138.9,2988.8,65536.0,0,1176.67,2136.67,17.67,2280.0
900,4.764195,,,2.520240e-04,0.7436,2455.2,62.0,1138.9,3022.3,65536.0,0,1178.27,2130.53,17.61,2280.0
910,4.811843,,,2.497460e-04,0.6923,2450.7,62.0,1138.9,3055.7,65536.0,0,1175.92,2138.91,17.77,2280.0
920,4.802519,,,2.474265e-04,0.7010,2452.1,62.0,1138.9,3089.2,65536.0,0,1176.04,2136.04,17.65,2280.0
930,4.779365,,,2.450664e-04,0.7148,2448.9,62.0,1138.9,3122.7,65536.0,0,1179.49,2137.35,17.62,2280.0
940,4.748190,,,2.426669e-04,0.6985,2450.0,62.0,1138.9,3156.2,65536.0,0,1175.47,2139.97,17.60,2280.0
950,4.754574,,,2.402289e-04,0.7482,2448.3,62.0,1138.9,3189.7,65536.0,0,1176.80,2140.46,17.63,2280.0
960,4.744560,,,2.377535e-04,0.7462,2450.4,63.0,1138.9,3223.2,65536.0,0,1181.05,2134.07,17.80,2280.0
970,4.697893,,,2.352418e-04,0.7184,2451.3,62.0,1138.9,3256.7,65536.0,0,1177.72,2135.54,17.82,2280.0
980,4.637105,,,2.326949e-04,0.7360,2447.3,62.0,1138.9,3290.3,65536.0,0,1182.77,2136.63,17.70,2280.0
990,4.683251,,,2.301139e-04,0.7412,2450.6,63.0,1138.9,3323.8,65536.0,0,1178.68,2135.97,17.63,2280.0
1000,4.685769,4.684689,108.276543,2.275000e-04,0.7069,2451.7,63.0,1138.9,3357.2,65536.0,0,1179.18,2134.56,17.74,2280.0
1010,4.642724,,,2.248543e-04,0.7326,2450.2,62.0,1138.9,3394.3,65536.0,0,1176.81,2138.20,17.67,2280.0
1020,4.663677,,,2.221779e-04,0.7475,2450.7,62.0,1138.9,3427.8,65536.0,0,1177.88,2136.73,17.73,2280.0
1030,4.674215,,,2.194721e-04,0.7387,2449.0,62.0,1138.9,3461.3,65536.0,0,1178.15,2138.47,17.67,2280.0
1040,4.703223,,,2.167380e-04,0.6885,2451.8,62.0,1138.9,3494.8,65536.0,0,1176.79,2135.65,18.17,2280.0
1050,4.637779,,,2.139768e-04,0.7048,2448.9,62.0,1138.9,3528.3,65536.0,0,1177.07,2137.91,17.63,2280.0
1060,4.685023,,,2.111898e-04,0.7016,2454.3,62.0,1138.9,3561.8,65536.0,0,1177.96,2131.66,17.69,2280.0
1070,4.775366,,,2.083781e-04,0.7493,2449.6,62.0,1138.9,3595.3,65536.0,0,1178.65,2137.35,17.73,2280.0
1080,4.622699,,,2.055430e-04,0.7298,2450.1,62.0,1138.9,3628.8,65536.0,0,1178.04,2137.11,17.62,2280.0
1090,4.567676,,,2.026857e-04,0.6998,2454.8,62.0,1138.9,3662.3,65536.0,0,1177.85,2131.55,17.66,2280.0
1100,4.620336,,,1.998075e-04,0.7522,2451.7,62.0,1138.9,3695.7,65536.0,0,1175.96,2137.00,17.66,2280.0
1110,4.649972,,,1.969096e-04,0.7867,2453.6,62.0,1138.9,3729.2,65536.0,0,1175.35,2135.19,17.66,2280.0
1120,4.555167,,,1.939934e-04,0.6843,2451.9,62.0,1138.9,3762.7,65536.0,0,1177.55,2135.10,17.58,2280.0
1130,4.622398,,,1.910601e-04,0.7216,2454.6,62.0,1138.9,3796.1,65536.0,0,1177.62,2132.01,17.66,2280.0
1140,4.700990,,,1.881109e-04,0.7176,2453.9,62.0,1138.9,3829.6,65536.0,0,1177.10,2133.09,17.81,2280.0
1150,4.460460,,,1.851472e-04,0.7273,2450.0,62.0,1138.9,3863.1,65536.0,0,1181.30,2133.85,17.78,2280.0
1160,4.476899,,,1.821703e-04,0.7279,2445.7,63.0,1138.9,3896.6,65536.0,0,1178.73,2141.61,17.78,2280.0
1170,4.410910,,,1.791815e-04,0.7529,2448.6,63.0,1138.9,3930.2,65536.0,0,1179.42,2138.33,17.62,2280.0
1180,4.556067,,,1.761820e-04,0.7476,2451.8,62.0,1138.9,3963.7,65536.0,0,1176.51,2135.87,17.84,2280.0
1190,4.506825,,,1.731733e-04,0.7355,2455.3,61.0,1138.9,3997.2,65536.0,0,1177.05,2130.53,18.09,2280.0
1200,4.580947,,,1.701566e-04,0.7460,2453.5,61.0,1138.9,4030.6,65536.0,0,1177.08,2133.44,17.77,2280.0
1210,4.570253,,,1.671333e-04,0.7081,2456.3,61.0,1138.9,4064.1,65536.0,0,1174.56,2132.37,17.63,2280.0
1220,4.577085,,,1.641046e-04,0.6894,2456.7,61.0,1138.9,4097.5,65536.0,0,1176.54,2129.31,17.64,2280.0
1230,4.439247,,,1.610720e-04,0.7126,2455.7,61.0,1138.9,4130.9,65536.0,0,1174.25,2132.78,17.71,2280.0
1240,4.497552,,,1.580367e-04,0.7121,2456.1,61.0,1138.9,4164.4,65536.0,0,1175.90,2131.43,17.64,2280.0
1250,4.443297,,,1.550000e-04,0.7295,2459.9,61.0,1138.9,4197.8,65536.0,0,1173.14,2129.01,17.64,2280.0
1260,4.436022,,,1.519634e-04,0.7150,2460.6,61.0,1138.9,4231.2,65536.0,0,1173.17,2127.76,17.72,2280.0
1270,4.485819,,,1.489280e-04,0.7308,2460.6,61.0,1138.9,4264.6,65536.0,0,1173.67,2127.73,17.61,2280.0
1280,4.593781,,,1.458954e-04,0.7047,2457.3,60.0,1138.9,4298.0,65536.0,0,1175.27,2129.96,17.71,2280.0
1290,4.536459,,,1.428667e-04,0.7333,2455.3,61.0,1138.9,4331.4,65536.0,0,1178.77,2129.85,17.74,2280.0
1300,4.522857,,,1.398434e-04,0.7102,2459.1,61.0,1138.9,4364.8,65536.0,0,1174.01,2128.59,17.85,2280.0
1310,4.471413,,,1.368267e-04,0.7039,2449.3,61.0,1138.9,4398.3,65536.0,0,1175.51,2140.65,17.48,2280.0
1320,4.472987,,,1.338180e-04,0.7409,2455.6,60.0,1138.9,4431.7,65536.0,0,1174.98,2132.61,17.80,2280.0
1330,4.403677,,,1.308185e-04,0.7679,2459.0,61.0,1138.9,4465.1,65536.0,0,1175.29,2128.23,17.69,2280.0
1340,4.346047,,,1.278297e-04,0.7435,2459.7,61.0,1138.9,4498.6,65536.0,0,1174.15,2128.27,17.67,2280.0
1350,4.532220,,,1.248528e-04,0.7183,2458.1,60.0,1138.9,4532.0,65536.0,0,1176.61,2127.82,17.69,2280.0
1360,4.464288,,,1.218891e-04,0.7601,2449.0,60.0,1138.9,4565.4,65536.0,0,1188.80,2128.23,17.65,2280.0
1370,4.443250,,,1.189400e-04,0.7225,2457.9,61.0,1138.9,4598.8,65536.0,0,1172.63,2131.76,17.78,2280.0
1380,4.502651,,,1.160066e-04,0.7635,2455.7,61.0,1138.9,4632.2,65536.0,0,1177.09,2130.48,17.66,2280.0
1390,4.504734,,,1.130904e-04,0.7772,2457.0,61.0,1138.9,4665.6,65536.0,0,1174.94,2131.08,17.58,2280.0
1400,4.514992,,,1.101925e-04,0.7170,2458.0,61.0,1138.9,4699.0,65536.0,0,1176.59,2127.89,17.65,2280.0
1410,4.513136,,,1.073143e-04,0.7149,2455.2,60.0,1138.9,4732.4,65536.0,0,1177.58,2130.85,17.70,2280.0
1420,4.336837,,,1.044571e-04,0.7355,2458.1,60.0,1138.9,4765.9,65536.0,0,1176.30,2127.06,17.73,2280.0
1430,4.519509,,,1.016219e-04,0.7282,2456.7,61.0,1138.9,4799.3,65536.0,0,1174.38,2131.53,17.81,2280.0
1440,4.383569,,,9.881024e-05,0.7496,2456.8,60.0,1138.9,4832.7,65536.0,0,1172.77,2132.73,18.19,2280.0
1450,4.435953,,,9.602318e-05,0.7226,2459.3,60.0,1138.9,4866.1,65536.0,0,1172.33,2130.67,17.70,2280.0
1460,4.336794,,,9.326200e-05,0.7589,2452.3,60.0,1138.9,4899.5,65536.0,0,1177.85,2134.18,17.65,2280.0
1470,4.331254,,,9.052790e-05,0.7449,2455.4,60.0,1138.9,4932.9,65536.0,0,1175.09,2132.85,17.61,2280.0
1480,4.342213,,,8.782209e-05,0.7778,2459.0,60.0,1138.9,4966.3,65536.0,0,1176.27,2127.07,17.61,2280.0
1490,4.305208,,,8.514570e-05,0.7464,2456.9,60.0,1138.9,4999.7,65536.0,0,1173.46,2132.70,17.59,2280.0
1500,4.412982,4.412740,82.495171,8.250000e-05,0.7333,2456.3,61.0,1138.9,5033.1,65536.0,0,1175.46,2131.25,17.52,2280.0
1510,4.432757,,,7.988609e-05,0.7099,2457.0,60.0,1138.9,5070.1,65536.0,0,1175.68,2130.48,17.67,2280.0
