step,loss,val_loss,val_ppl,lr,grad_norm,tok_per_sec,gpu_temp,vram_mb,elapsed_s,loss_scale,overflow,fwd_ms,bwd_ms,optim_ms,vram_real_mb
1470,4.331229,,,9.052790e-05,0.7449,2180.2,61.0,1139.5,5539.3,65536.0,0,1112.07,2613.84,17.68,2280.0
1480,4.342206,,,8.782209e-05,0.7778,2181.1,61.0,1139.5,5577.0,65536.0,0,1113.99,2610.50,17.54,2280.0
1490,4.305187,,,8.514570e-05,0.7463,2180.4,61.0,1139.5,5614.6,65536.0,0,1114.51,2610.91,17.58,2280.0
1500,4.413002,4.412739,82.495132,8.250000e-05,0.7333,2179.5,61.0,1139.5,5652.3,65536.0,0,1113.34,2611.15,17.64,2280.0
1510,4.432753,,,7.988609e-05,0.7099,2179.9,61.0,1139.5,5693.3,65536.0,0,1116.79,2609.59,17.53,2280.0
1520,4.330737,,,7.730510e-05,0.7687,2178.4,61.0,1139.5,5731.0,65536.0,0,1112.07,2617.27,17.55,2280.0
1530,4.280528,,,7.475822e-05,0.7017,2180.5,61.0,1139.5,5768.6,65536.0,0,1114.21,2608.36,17.56,2280.0
1540,4.352256,,,7.224653e-05,0.7376,2180.0,61.0,1139.5,5806.2,65536.0,0,1112.54,2614.18,17.51,2280.0
1550,4.361198,,,6.977115e-05,0.7506,2182.5,61.0,1139.5,5843.8,65536.0,0,1111.22,2609.94,17.58,2280.0
1560,4.336919,,,6.733312e-05,0.7544,2184.3,61.0,1139.5,5881.5,65536.0,0,1110.65,2608.26,17.58,2280.0
1570,4.274767,,,6.493357e-05,0.7731,2178.6,61.0,1139.5,5919.1,65536.0,0,1111.48,2616.81,17.59,2280.0
1580,4.407176,,,6.257350e-05,0.7788,2180.8,61.0,1139.5,5956.7,65536.0,0,1115.07,2609.60,17.59,2280.0
1590,4.368561,,,6.025401e-05,0.7384,2182.6,61.0,1139.5,5994.3,65536.0,0,1110.62,2610.59,17.67,2280.0
1600,4.385078,,,5.797606e-05,0.7671,2181.9,61.0,1139.5,6032.0,65536.0,0,1111.61,2611.41,17.58,2280.0
1610,4.347997,,,5.574067e-05,0.7510,2180.1,61.0,1139.5,6069.6,65536.0,0,1115.22,2610.43,18.21,2280.0
1620,4.378802,,,5.354880e-05,0.7428,2180.9,61.0,1139.5,6107.2,65536.0,0,1111.94,2611.94,17.60,2280.0
1630,4.405072,,,5.140145e-05,0.7494,2183.3,61.0,1139.5,6144.8,65536.0,0,1111.46,2609.38,17.58,2280.0
1640,4.324667,,,4.929955e-05,0.7520,2180.2,61.0,1139.5,6182.4,65536.0,0,1110.45,2615.13,17.56,2280.0
1650,4.293371,,,4.724400e-05,0.7350,2180.7,61.0,1139.5,6220.2,65536.0,0,1109.89,2612.98,17.51,2280.0
1660,4.439142,,,4.523571e-05,0.7496,2181.0,61.0,1139.5,6257.8,65536.0,0,1111.61,2612.81,17.56,2280.0
1670,4.382261,,,4.327557e-05,0.7519,2182.5,61.0,1139.5,6295.4,65536.0,0,1111.13,2610.84,17.67,2280.0
1680,4.329720,,,4.136443e-05,0.7289,2180.8,61.0,1139.5,6333.0,65536.0,0,1114.33,2610.12,17.58,2280.0
1690,4.443306,,,3.950315e-05,0.7731,2185.1,61.0,1139.5,6370.6,65536.0,0,1110.19,2607.67,17.66,2280.0
1700,4.292395,,,3.769253e-05,0.7481,2185.4,60.0,1139.5,6408.2,65536.0,0,1110.79,2606.15,17.52,2280.0
1710,4.320734,,,3.593336e-05,0.7799,2182.3,60.0,1139.5,6445.7,65536.0,0,1111.07,2609.37,17.50,2280.0
1720,4.282550,,,3.422641e-05,0.7399,2184.9,60.0,1139.5,6483.3,65536.0,0,1114.24,2603.86,17.62,2280.0
1730,4.318014,,,3.257244e-05,0.7425,2183.7,60.0,1139.5,6520.9,65536.0,0,1109.30,2610.14,17.55,2280.0
1740,4.288040,,,3.097218e-05,0.7197,2186.5,59.0,1139.5,6558.4,65536.0,0,1108.64,2606.42,17.55,2280.0
1750,4.226001,,,2.942632e-05,0.8012,2185.5,59.0,1139.5,6596.0,65536.0,0,1113.68,2603.05,17.71,2280.0
1760,4.245483,,,2.793554e-05,0.7386,2186.8,59.0,1139.5,6633.5,65536.0,0,1107.68,2607.05,17.62,2280.0
1770,4.405412,,,2.650048e-05,0.7504,2188.5,59.0,1139.5,6671.0,65536.0,0,1110.88,2600.75,17.59,2280.0
1780,4.150994,,,2.512178e-05,0.7529,2186.8,59.0,1139.5,6708.5,65536.0,0,1110.45,2602.04,17.48,2280.0
1790,4.277081,,,2.380007e-05,0.7557,2189.1,59.0,1139.5,6746.0,65536.0,0,1108.88,2601.78,17.59,2280.0
1800,4.379436,,,2.253590e-05,0.7618,2189.9,59.0,1139.5,6783.5,65536.0,0,1107.96,2601.58,17.60,2280.0
1810,4.320905,,,2.132984e-05,0.7602,2184.4,59.0,1139.5,6821.0,65536.0,0,1111.49,2604.83,17.50,2280.0
1820,4.249583,,,2.018240e-05,0.7659,2187.7,59.0,1139.5,6858.5,65536.0,0,1109.49,2603.79,17.59,2280.0
1830,4.382093,,,1.909411e-05,0.7706,2188.5,59.0,1139.5,6896.0,65536.0,0,1111.79,2599.94,17.67,2280.0
1840,4.366028,,,1.806542e-05,0.7531,2189.6,59.0,1139.5,6933.5,65536.0,0,1107.89,2602.44,17.58,2280.0
1850,4.396730,,,1.709681e-05,0.7541,2186.2,59.0,1139.5,6971.0,65536.0,0,1107.63,2608.11,17.56,2280.0
1860,4.337199,,,1.618866e-05,0.7337,2190.8,59.0,1139.5,7008.4,65536.0,0,1107.79,2599.76,17.58,2280.0
1870,4.361163,,,1.534142e-05,0.7376,2187.1,59.0,1139.5,7045.9,65536.0,0,1111.41,2602.38,17.53,2280.0
1880,4.386059,,,1.455543e-05,0.7793,2191.6,59.0,1139.5,7083.4,65536.0,0,1108.88,2597.58,17.61,2280.0
1890,4.250546,,,1.383106e-05,0.7685,2189.1,59.0,1139.5,7120.9,65536.0,0,1108.36,2602.09,17.64,2280.0
1900,4.305494,,,1.316859e-05,0.7414,2186.7,59.0,1139.5,7158.4,65536.0,0,1110.29,2604.30,17.66,2280.0
1910,4.311357,,,1.256835e-05,0.7626,2188.9,59.0,1139.5,7195.9,65536.0,0,1108.24,2599.97,17.60,2280.0
1920,4.238645,,,1.203058e-05,0.7837,2189.1,59.0,1139.5,7233.4,65536.0,0,1106.63,2604.00,17.55,2280.0
1930,4.173288,,,1.155551e-05,0.7426,2188.5,59.0,1139.5,7270.9,65536.0,0,1107.73,2603.95,17.53,2280.0
1940,4.325703,,,1.114337e-05,0.7290,2189.3,60.0,1139.5,7308.4,65536.0,0,1108.62,2599.53,17.49,2280.0
1950,4.307314,,,1.079432e-05,0.7690,2186.5,60.0,1139.5,7345.9,65536.0,0,1111.98,2602.05,17.65,2280.0
1960,4.329270,,,1.050853e-05,0.7506,2185.9,60.0,1139.5,7383.4,65536.0,0,1108.84,2607.07,17.53,2280.0
1970,4.251782,,,1.028612e-05,0.7702,2182.4,60.0,1139.5,7421.0,65536.0,0,1108.93,2612.03,17.54,2280.0
1980,4.319737,,,1.012719e-05,0.7719,2188.4,60.0,1139.5,7458.5,65536.0,0,1108.83,2602.20,17.60,2280.0
1990,4.245323,,,1.003180e-05,0.7441,2185.2,60.0,1139.5,7496.1,65536.0,0,1109.76,2604.75,17.48,2280.0
